Date,WarehouseID,WarehouseCity,ProductID,SalesVolume
2021-01-04,WH3,Chicago,P104,55
2021-01-05,WH1,New York,P100,131
2021-01-05,WH1,New York,P101,136
2021-01-05,WH1,New York,P102,72
2021-01-05,WH1,New York,P103,78
2021-01-05,WH1,New York,P104,56
2021-01-05,WH2,Los Angeles,P100,113
2021-01-05,WH2,Los Angeles,P101,62
2021-01-05,WH2,Los Angeles,P102,56
2021-01-05,WH2,Los Angeles,P103,124
2021-01-05,WH2,Los Angeles,P104,89
2021-01-05,WH3,Chicago,P100,66
2021-01-05,WH3,Chicago,P101,118
2021-01-05,WH3,Chicago,P102,132
2021-01-05,WH3,Chicago,P103,138
2021-01-05,WH3,Chicago,P104,86
2021-01-06,WH1,New York,P100,118
2021-01-06,WH1,New York,P101,124
2021-01-06,WH1,New York,P102,153
2021-01-06,WH1,New York,P103,39
2021-01-06,WH1,New York,P104,99
2021-01-06,WH2,Los Angeles,P100,107
2021-01-06,WH2,Los Angeles,P101,103
2021-01-06,WH2,Los Angeles,P102,133
2021-01-06,WH2,Los Angeles,P103,73
2021-01-06,WH2,Los Angeles,P104,87
2021-01-06,WH3,Chicago,P100,60
2021-01-06,WH3,Chicago,P101,104
2021-01-06,WH3,Chicago,P102,147
2021-01-06,WH3,Chicago,P103,121
2021-01-06,WH3,Chicago,P104,54
2021-01-07,WH1,New York,P100,127
2021-01-07,WH1,New York,P101,111
2021-01-07,WH1,New York,P102,74
2021-01-07,WH1,New York,P103,127
2021-01-07,WH1,New York,P104,158
2021-01-07,WH2,Los Angeles,P100,160
2021-01-07,WH2,Los Angeles,P101,111
2021-01-07,WH2,Los Angeles,P102,64
2021-01-07,WH2,Los Angeles,P103,138
2021-01-07,WH2,Los Angeles,P104,36
2021-01-07,WH3,Chicago,P100,79
2021-01-07,WH3,Chicago,P101,130
2021-01-07,WH3,Chicago,P102,82
2021-01-07,WH3,Chicago,P103,115
2021-01-07,WH3,Chicago,P104,105
2021-01-08,WH1,New York,P100,173
2021-01-08,WH1,New York,P101,110
2021-01-08,WH1,New York,P102,120
2021-01-08,WH1,New York,P103,184
2021-01-08,WH1,New York,P104,148
2021-01-08,WH2,Los Angeles,P100,146
2021-01-08,WH2,Los Angeles,P101,101
2021-01-08,WH2,Los Angeles,P102,163
2021-01-08,WH2,Los Angeles,P103,107
2021-01-08,WH2,Los Angeles,P104,153
2021-01-08,WH3,Chicago,P100,155
2021-01-08,WH3,Chicago,P101,190
2021-01-08,WH3,Chicago,P102,115
2021-01-08,WH3,Chicago,P103,128
2021-01-08,WH3,Chicago,P104,102
2021-01-09,WH1,New York,P100,121
2021-01-09,WH1,New York,P101,98
2021-01-09,WH1,New York,P102,109
2021-01-09,WH1,New York,P103,120
2021-01-09,WH1,New York,P104,143
2021-01-09,WH2,Los Angeles,P100,169
2021-01-09,WH2,Los Angeles,P101,133
2021-01-09,WH2,Los Angeles,P102,147
2021-01-09,WH2,Los Angeles,P103,114
2021-01-09,WH2,Los Angeles,P104,80
2021-01-09,WH3,Chicago,P100,158
2021-01-09,WH3,Chicago,P101,127
2021-01-09,WH3,Chicago,P102,192
2021-01-09,WH3,Chicago,P103,120
2021-01-09,WH3,Chicago,P104,109
2021-01-10,WH1,New York,P100,183
2021-01-10,WH1,New York,P101,106
2021-01-10,WH1,New York,P102,127
2021-01-10,WH1,New York,P103,118
2021-01-10,WH1,New York,P104,186
2021-01-10,WH2,Los Angeles,P100,109
2021-01-10,WH2,Los Angeles,P101,148
2021-01-10,WH2,Los Angeles,P102,163
2021-01-10,WH2,Los Angeles,P103,92
2021-01-10,WH2,Los Angeles,P104,94
2021-01-10,WH3,Chicago,P100,98
2021-01-10,WH3,Chicago,P101,91
2021-01-10,WH3,Chicago,P102,90
2021-01-10,WH3,Chicago,P103,125
2021-01-10,WH3,Chicago,P104,98
2021-01-11,WH1,New York,P100,146
2021-01-11,WH1,New York,P101,145
2021-01-11,WH1,New York,P102,72
2021-01-11,WH1,New York,P103,85
2021-01-11,WH1,New York,P104,140
2021-01-11,WH2,Los Angeles,P100,38
2021-01-11,WH2,Los Angeles,P101,164
2021-01-11,WH2,Los Angeles,P102,154
2021-01-11,WH2,Los Angeles,P103,111
2021-01-11,WH2,Los Angeles,P104,72
2021-01-11,WH3,Chicago,P100,68
2021-01-11,WH3,Chicago,P101,145
2021-01-11,WH3,Chicago,P102,77
2021-01-11,WH3,Chicago,P103,146
2021-01-11,WH3,Chicago,P104,111
2021-01-12,WH1,New York,P100,104
2021-01-12,WH1,New York,P101,109
2021-01-12,WH1,New York,P102,69
2021-01-12,WH1,New York,P103,48
2021-01-12,WH1,New York,P104,79
2021-01-12,WH2,Los Angeles,P100,95
2021-01-12,WH2,Los Angeles,P101,84
2021-01-12,WH2,Los Angeles,P102,76
2021-01-12,WH2,Los Angeles,P103,70
2021-01-12,WH2,Los Angeles,P104,52
2021-01-12,WH3,Chicago,P100,135
2021-01-12,WH3,Chicago,P101,157
2021-01-12,WH3,Chicago,P102,68
2021-01-12,WH3,Chicago,P103,80
2021-01-12,WH3,Chicago,P104,120
2021-01-13,WH1,New York,P100,80
2021-01-13,WH1,New York,P101,132
2021-01-13,WH1,New York,P102,92
2021-01-13,WH1,New York,P103,159
2021-01-13,WH1,New York,P104,167
2021-01-13,WH2,Los Angeles,P100,104
2021-01-13,WH2,Los Angeles,P101,117
2021-01-13,WH2,Los Angeles,P102,141
2021-01-13,WH2,Los Angeles,P103,135
2021-01-13,WH2,Los Angeles,P104,128
2021-01-13,WH3,Chicago,P100,112
2021-01-13,WH3,Chicago,P101,112
2021-01-13,WH3,Chicago,P102,141
2021-01-13,WH3,Chicago,P103,111
2021-01-13,WH3,Chicago,P104,155
2021-01-14,WH1,New York,P100,119
2021-01-14,WH1,New York,P101,92
2021-01-14,WH1,New York,P102,146
2021-01-14,WH1,New York,P103,94
2021-01-14,WH1,New York,P104,70
2021-01-14,WH2,Los Angeles,P100,108
2021-01-14,WH2,Los Angeles,P101,131
2021-01-14,WH2,Los Angeles,P102,130
2021-01-14,WH2,Los Angeles,P103,141
2021-01-14,WH2,Los Angeles,P104,117
2021-01-14,WH3,Chicago,P100,117
2021-01-14,WH3,Chicago,P101,63
2021-01-14,WH3,Chicago,P102,78
2021-01-14,WH3,Chicago,P103,74
2021-01-14,WH3,Chicago,P104,140
2021-01-15,WH1,New York,P100,110
2021-01-15,WH1,New York,P101,66
2021-01-15,WH1,New York,P102,125
2021-01-15,WH1,New York,P103,119
2021-01-15,WH1,New York,P104,106
2021-01-15,WH2,Los Angeles,P100,178
2021-01-15,WH2,Los Angeles,P101,128
2021-01-15,WH2,Los Angeles,P102,158
2021-01-15,WH2,Los Angeles,P103,174
2021-01-15,WH2,Los Angeles,P104,188
2021-01-15,WH3,Chicago,P100,106
2021-01-15,WH3,Chicago,P101,114
2021-01-15,WH3,Chicago,P102,99
2021-01-15,WH3,Chicago,P103,156
2021-01-15,WH3,Chicago,P104,111
2021-01-16,WH1,New York,P100,174
2021-01-16,WH1,New York,P101,95
2021-01-16,WH1,New York,P102,127
2021-01-16,WH1,New York,P103,127
2021-01-16,WH1,New York,P104,106
2021-01-16,WH2,Los Angeles,P100,136
2021-01-16,WH2,Los Angeles,P101,144
2021-01-16,WH2,Los Angeles,P102,142
2021-01-16,WH2,Los Angeles,P103,89
2021-01-16,WH2,Los Angeles,P104,133
2021-01-16,WH3,Chicago,P100,172
2021-01-16,WH3,Chicago,P101,89
2021-01-16,WH3,Chicago,P102,197
2021-01-16,WH3,Chicago,P103,156
2021-01-16,WH3,Chicago,P104,179
2021-01-17,WH1,New York,P100,177
2021-01-17,WH1,New York,P101,93
2021-01-17,WH1,New York,P102,100
2021-01-17,WH1,New York,P103,100
2021-01-17,WH1,New York,P104,160
2021-01-17,WH2,Los Angeles,P100,106
2021-01-17,WH2,Los Angeles,P101,149
2021-01-17,WH2,Los Angeles,P102,111
2021-01-17,WH2,Los Angeles,P103,105
2021-01-17,WH2,Los Angeles,P104,87
2021-01-17,WH3,Chicago,P100,126
2021-01-17,WH3,Chicago,P101,105
2021-01-17,WH3,Chicago,P102,195
2021-01-17,WH3,Chicago,P103,121
2021-01-17,WH3,Chicago,P104,150
2021-01-18,WH1,New York,P100,64
2021-01-18,WH1,New York,P101,47
2021-01-18,WH1,New York,P102,62
2021-01-18,WH1,New York,P103,66
2021-01-18,WH1,New York,P104,105
2021-01-18,WH2,Los Angeles,P100,141
2021-01-18,WH2,Los Angeles,P101,134
2021-01-18,WH2,Los Angeles,P102,97
2021-01-18,WH2,Los Angeles,P103,155
2021-01-18,WH2,Los Angeles,P104,89
2021-01-18,WH3,Chicago,P100,95
2021-01-18,WH3,Chicago,P101,137
2021-01-18,WH3,Chicago,P102,97
2021-01-18,WH3,Chicago,P103,98
2021-01-18,WH3,Chicago,P104,113
2021-01-19,WH1,New York,P100,48
2021-01-19,WH1,New York,P101,157
2021-01-19,WH1,New York,P102,87
2021-01-19,WH1,New York,P103,83
2021-01-19,WH1,New York,P104,134
2021-01-19,WH2,Los Angeles,P100,103
2021-01-19,WH2,Los Angeles,P101,67
2021-01-19,WH2,Los Angeles,P102,115
2021-01-19,WH2,Los Angeles,P103,89
2021-01-19,WH2,Los Angeles,P104,102
2021-01-19,WH3,Chicago,P100,65
2021-01-19,WH3,Chicago,P101,140
2021-01-19,WH3,Chicago,P102,125
2021-01-19,WH3,Chicago,P103,99
2021-01-19,WH3,Chicago,P104,105
2021-01-20,WH1,New York,P100,111
2021-01-20,WH1,New York,P101,78
2021-01-20,WH1,New York,P102,110
2021-01-20,WH1,New York,P103,75
2021-01-20,WH1,New York,P104,169
2021-01-20,WH2,Los Angeles,P100,65
2021-01-20,WH2,Los Angeles,P101,56
2021-01-20,WH2,Los Angeles,P102,143
2021-01-20,WH2,Los Angeles,P103,146
2021-01-20,WH2,Los Angeles,P104,109
2021-01-20,WH3,Chicago,P100,62
2021-01-20,WH3,Chicago,P101,132
2021-01-20,WH3,Chicago,P102,127
2021-01-20,WH3,Chicago,P103,155
2021-01-20,WH3,Chicago,P104,176
2021-01-21,WH1,New York,P100,41
2021-01-21,WH1,New York,P101,122
2021-01-21,WH1,New York,P102,149
2021-01-21,WH1,New York,P103,82
2021-01-21,WH1,New York,P104,82
2021-01-21,WH2,Los Angeles,P100,131
2021-01-21,WH2,Los Angeles,P101,85
2021-01-21,WH2,Los Angeles,P102,139
2021-01-21,WH2,Los Angeles,P103,64
2021-01-21,WH2,Los Angeles,P104,121
2021-01-21,WH3,Chicago,P100,122
2021-01-21,WH3,Chicago,P101,59
2021-01-21,WH3,Chicago,P102,40
2021-01-21,WH3,Chicago,P103,133
2021-01-21,WH3,Chicago,P104,88
2021-01-22,WH1,New York,P100,104
2021-01-22,WH1,New York,P101,173
2021-01-22,WH1,New York,P102,126
2021-01-22,WH1,New York,P103,185
2021-01-22,WH1,New York,P104,156
2021-01-22,WH2,Los Angeles,P100,192
2021-01-22,WH2,Los Angeles,P101,69
2021-01-22,WH2,Los Angeles,P102,113
2021-01-22,WH2,Los Angeles,P103,100
2021-01-22,WH2,Los Angeles,P104,159
2021-01-22,WH3,Chicago,P100,164
2021-01-22,WH3,Chicago,P101,112
2021-01-22,WH3,Chicago,P102,125
2021-01-22,WH3,Chicago,P103,105
2021-01-22,WH3,Chicago,P104,126
2021-01-23,WH1,New York,P100,108
2021-01-23,WH1,New York,P101,117
2021-01-23,WH1,New York,P102,168
2021-01-23,WH1,New York,P103,131
2021-01-23,WH1,New York,P104,155
2021-01-23,WH2,Los Angeles,P100,132
2021-01-23,WH2,Los Angeles,P101,115
2021-01-23,WH2,Los Angeles,P102,168
2021-01-23,WH2,Los Angeles,P103,87
2021-01-23,WH2,Los Angeles,P104,117
2021-01-23,WH3,Chicago,P100,111
2021-01-23,WH3,Chicago,P101,183
2021-01-23,WH3,Chicago,P102,94
2021-01-23,WH3,Chicago,P103,113
2021-01-23,WH3,Chicago,P104,202
2021-01-24,WH1,New York,P100,160
2021-01-24,WH1,New York,P101,104
2021-01-24,WH1,New York,P102,191
2021-01-24,WH1,New York,P103,115
2021-01-24,WH1,New York,P104,150
2021-01-24,WH2,Los Angeles,P100,117
2021-01-24,WH2,Los Angeles,P101,147
2021-01-24,WH2,Los Angeles,P102,195
2021-01-24,WH2,Los Angeles,P103,94
2021-01-24,WH2,Los Angeles,P104,178
2021-01-24,WH3,Chicago,P100,114
2021-01-24,WH3,Chicago,P101,173
2021-01-24,WH3,Chicago,P102,104
2021-01-24,WH3,Chicago,P103,120
2021-01-24,WH3,Chicago,P104,107
2021-01-25,WH1,New York,P100,133
2021-01-25,WH1,New York,P101,61
2021-01-25,WH1,New York,P102,119
2021-01-25,WH1,New York,P103,121
2021-01-25,WH1,New York,P104,73
2021-01-25,WH2,Los Angeles,P100,163
2021-01-25,WH2,Los Angeles,P101,150
2021-01-25,WH2,Los Angeles,P102,122
2021-01-25,WH2,Los Angeles,P103,82
2021-01-25,WH2,Los Angeles,P104,168
2021-01-25,WH3,Chicago,P100,132
2021-01-25,WH3,Chicago,P101,72
2021-01-25,WH3,Chicago,P102,142
2021-01-25,WH3,Chicago,P103,100
2021-01-25,WH3,Chicago,P104,155
2021-01-26,WH1,New York,P100,115
2021-01-26,WH1,New York,P101,89
2021-01-26,WH1,New York,P102,117
2021-01-26,WH1,New York,P103,102
2021-01-26,WH1,New York,P104,86
2021-01-26,WH2,Los Angeles,P100,97
2021-01-26,WH2,Los Angeles,P101,102
2021-01-26,WH2,Los Angeles,P102,158
2021-01-26,WH2,Los Angeles,P103,107
2021-01-26,WH2,Los Angeles,P104,61
2021-01-26,WH3,Chicago,P100,117
2021-01-26,WH3,Chicago,P101,136
2021-01-26,WH3,Chicago,P102,119
2021-01-26,WH3,Chicago,P103,132
2021-01-26,WH3,Chicago,P104,78
2021-01-27,WH1,New York,P100,98
2021-01-27,WH1,New York,P101,147
2021-01-27,WH1,New York,P102,142
2021-01-27,WH1,New York,P103,128
2021-01-27,WH1,New York,P104,81
2021-01-27,WH2,Los Angeles,P100,116
2021-01-27,WH2,Los Angeles,P101,141
2021-01-27,WH2,Los Angeles,P102,145
2021-01-27,WH2,Los Angeles,P103,141
2021-01-27,WH2,Los Angeles,P104,154
2021-01-27,WH3,Chicago,P100,160
2021-01-27,WH3,Chicago,P101,69
2021-01-27,WH3,Chicago,P102,76
2021-01-27,WH3,Chicago,P103,108
2021-01-27,WH3,Chicago,P104,158
2021-01-28,WH1,New York,P100,99
2021-01-28,WH1,New York,P101,86
2021-01-28,WH1,New York,P102,106
2021-01-28,WH1,New York,P103,127
2021-01-28,WH1,New York,P104,128
2021-01-28,WH2,Los Angeles,P100,149
2021-01-28,WH2,Los Angeles,P101,157
2021-01-28,WH2,Los Angeles,P102,148
2021-01-28,WH2,Los Angeles,P103,127
2021-01-28,WH2,Los Angeles,P104,138
2021-01-28,WH3,Chicago,P100,145
2021-01-28,WH3,Chicago,P101,102
2021-01-28,WH3,Chicago,P102,86
2021-01-28,WH3,Chicago,P103,135
2021-01-28,WH3,Chicago,P104,144
2021-01-29,WH1,New York,P100,206
2021-01-29,WH1,New York,P101,164
2021-01-29,WH1,New York,P102,153
2021-01-29,WH1,New York,P103,141
2021-01-29,WH1,New York,P104,124
2021-01-29,WH2,Los Angeles,P100,139
2021-01-29,WH2,Los Angeles,P101,149
2021-01-29,WH2,Los Angeles,P102,146
2021-01-29,WH2,Los Angeles,P103,141
2021-01-29,WH2,Los Angeles,P104,144
2021-01-29,WH3,Chicago,P100,175
2021-01-29,WH3,Chicago,P101,126
2021-01-29,WH3,Chicago,P102,156
2021-01-29,WH3,Chicago,P103,174
2021-01-29,WH3,Chicago,P104,95
2021-01-30,WH1,New York,P100,163
2021-01-30,WH1,New York,P101,112
2021-01-30,WH1,New York,P102,155
2021-01-30,WH1,New York,P103,142
2021-01-30,WH1,New York,P104,162
2021-01-30,WH2,Los Angeles,P100,195
2021-01-30,WH2,Los Angeles,P101,118
2021-01-30,WH2,Los Angeles,P102,202
2021-01-30,WH2,Los Angeles,P103,113
2021-01-30,WH2,Los Angeles,P104,119
2021-01-30,WH3,Chicago,P100,96
2021-01-30,WH3,Chicago,P101,137
2021-01-30,WH3,Chicago,P102,110
2021-01-30,WH3,Chicago,P103,110
2021-01-30,WH3,Chicago,P104,135
2021-01-31,WH1,New York,P100,88
2021-01-31,WH1,New York,P101,114
2021-01-31,WH1,New York,P102,136
2021-01-31,WH1,New York,P103,140
2021-01-31,WH1,New York,P104,175
2021-01-31,WH2,Los Angeles,P100,107
2021-01-31,WH2,Los Angeles,P101,171
2021-01-31,WH2,Los Angeles,P102,121
2021-01-31,WH2,Los Angeles,P103,116
2021-01-31,WH2,Los Angeles,P104,123
2021-01-31,WH3,Chicago,P100,175
2021-01-31,WH3,Chicago,P101,120
2021-01-31,WH3,Chicago,P102,106
2021-01-31,WH3,Chicago,P103,111
2021-01-31,WH3,Chicago,P104,158
2021-02-01,WH1,New York,P100,60
2021-02-01,WH1,New York,P101,68
2021-02-01,WH1,New York,P102,137
2021-02-01,WH1,New York,P103,100
2021-02-01,WH1,New York,P104,128
2021-02-01,WH2,Los Angeles,P100,51
2021-02-01,WH2,Los Angeles,P101,165
2021-02-01,WH2,Los Angeles,P102,70
2021-02-01,WH2,Los Angeles,P103,143
2021-02-01,WH2,Los Angeles,P104,82
2021-02-01,WH3,Chicago,P100,109
2021-02-01,WH3,Chicago,P101,53
2021-02-01,WH3,Chicago,P102,147
2021-02-01,WH3,Chicago,P103,139
2021-02-01,WH3,Chicago,P104,122
2021-02-02,WH1,New York,P100,156
2021-02-02,WH1,New York,P101,61
2021-02-02,WH1,New York,P102,165
2021-02-02,WH1,New York,P103,169
2021-02-02,WH1,New York,P104,141
2021-02-02,WH2,Los Angeles,P100,106
2021-02-02,WH2,Los Angeles,P101,147
2021-02-02,WH2,Los Angeles,P102,157
2021-02-02,WH2,Los Angeles,P103,88
2021-02-02,WH2,Los Angeles,P104,81
2021-02-02,WH3,Chicago,P100,134
2021-02-02,WH3,Chicago,P101,120
2021-02-02,WH3,Chicago,P102,100
2021-02-02,WH3,Chicago,P103,116
2021-02-02,WH3,Chicago,P104,137
2021-02-03,WH1,New York,P100,142
2021-02-03,WH1,New York,P101,89
2021-02-03,WH1,New York,P102,108
2021-02-03,WH1,New York,P103,111
2021-02-03,WH1,New York,P104,126
2021-02-03,WH2,Los Angeles,P100,66
2021-02-03,WH2,Los Angeles,P101,107
2021-02-03,WH2,Los Angeles,P102,117
2021-02-03,WH2,Los Angeles,P103,108
2021-02-03,WH2,Los Angeles,P104,180
2021-02-03,WH3,Chicago,P100,99
2021-02-03,WH3,Chicago,P101,146
2021-02-03,WH3,Chicago,P102,75
2021-02-03,WH3,Chicago,P103,165
2021-02-03,WH3,Chicago,P104,116
2021-02-04,WH1,New York,P100,158
2021-02-04,WH1,New York,P101,82
2021-02-04,WH1,New York,P102,72
2021-02-04,WH1,New York,P103,115
2021-02-04,WH1,New York,P104,115
2021-02-04,WH2,Los Angeles,P100,88
2021-02-04,WH2,Los Angeles,P101,109
2021-02-04,WH2,Los Angeles,P102,75
2021-02-04,WH2,Los Angeles,P103,141
2021-02-04,WH2,Los Angeles,P104,73
2021-02-04,WH3,Chicago,P100,158
2021-02-04,WH3,Chicago,P101,91
2021-02-04,WH3,Chicago,P102,113
2021-02-04,WH3,Chicago,P103,92
2021-02-04,WH3,Chicago,P104,69
2021-02-05,WH1,New York,P100,127
2021-02-05,WH1,New York,P101,207
2021-02-05,WH1,New York,P102,139
2021-02-05,WH1,New York,P103,126
2021-02-05,WH1,New York,P104,118
2021-02-05,WH2,Los Angeles,P100,183
2021-02-05,WH2,Los Angeles,P101,154
2021-02-05,WH2,Los Angeles,P102,137
2021-02-05,WH2,Los Angeles,P103,155
2021-02-05,WH2,Los Angeles,P104,168
2021-02-05,WH3,Chicago,P100,190
2021-02-05,WH3,Chicago,P101,150
2021-02-05,WH3,Chicago,P102,168
2021-02-05,WH3,Chicago,P103,179
2021-02-05,WH3,Chicago,P104,183
2021-02-06,WH1,New York,P100,138
2021-02-06,WH1,New York,P101,160
2021-02-06,WH1,New York,P102,162
2021-02-06,WH1,New York,P103,193
2021-02-06,WH1,New York,P104,190
2021-02-06,WH2,Los Angeles,P100,127
2021-02-06,WH2,Los Angeles,P101,113
2021-02-06,WH2,Los Angeles,P102,96
2021-02-06,WH2,Los Angeles,P103,125
2021-02-06,WH2,Los Angeles,P104,92
2021-02-06,WH3,Chicago,P100,162
2021-02-06,WH3,Chicago,P101,144
2021-02-06,WH3,Chicago,P102,187
2021-02-06,WH3,Chicago,P103,86
2021-02-06,WH3,Chicago,P104,117
2021-02-07,WH1,New York,P100,158
2021-02-07,WH1,New York,P101,113
2021-02-07,WH1,New York,P102,127
2021-02-07,WH1,New York,P103,155
2021-02-07,WH1,New York,P104,207
2021-02-07,WH2,Los Angeles,P100,141
2021-02-07,WH2,Los Angeles,P101,184
2021-02-07,WH2,Los Angeles,P102,182
2021-02-07,WH2,Los Angeles,P103,148
2021-02-07,WH2,Los Angeles,P104,128
2021-02-07,WH3,Chicago,P100,119
2021-02-07,WH3,Chicago,P101,133
2021-02-07,WH3,Chicago,P102,96
2021-02-07,WH3,Chicago,P103,178
2021-02-07,WH3,Chicago,P104,176
2021-02-08,WH1,New York,P100,128
2021-02-08,WH1,New York,P101,89
2021-02-08,WH1,New York,P102,94
2021-02-08,WH1,New York,P103,73
2021-02-08,WH1,New York,P104,79
2021-02-08,WH2,Los Angeles,P100,179
2021-02-08,WH2,Los Angeles,P101,137
2021-02-08,WH2,Los Angeles,P102,132
2021-02-08,WH2,Los Angeles,P103,106
2021-02-08,WH2,Los Angeles,P104,98
2021-02-08,WH3,Chicago,P100,137
2021-02-08,WH3,Chicago,P101,117
2021-02-08,WH3,Chicago,P102,120
2021-02-08,WH3,Chicago,P103,99
2021-02-08,WH3,Chicago,P104,99
2021-02-09,WH1,New York,P100,178
2021-02-09,WH1,New York,P101,118
2021-02-09,WH1,New York,P102,93
2021-02-09,WH1,New York,P103,148
2021-02-09,WH1,New York,P104,146
2021-02-09,WH2,Los Angeles,P100,179
2021-02-09,WH2,Los Angeles,P101,176
2021-02-09,WH2,Los Angeles,P102,176
2021-02-09,WH2,Los Angeles,P103,164
2021-02-09,WH2,Los Angeles,P104,141
2021-02-09,WH3,Chicago,P100,152
2021-02-09,WH3,Chicago,P101,105
2021-02-09,WH3,Chicago,P102,168
2021-02-09,WH3,Chicago,P103,79
2021-02-09,WH3,Chicago,P104,157
2021-02-10,WH1,New York,P100,137
2021-02-10,WH1,New York,P101,154
2021-02-10,WH1,New York,P102,92
2021-02-10,WH1,New York,P103,104
2021-02-10,WH1,New York,P104,72
2021-02-10,WH2,Los Angeles,P100,140
2021-02-10,WH2,Los Angeles,P101,60
2021-02-10,WH2,Los Angeles,P102,148
2021-02-10,WH2,Los Angeles,P103,142
2021-02-10,WH2,Los Angeles,P104,173
2021-02-10,WH3,Chicago,P100,125
2021-02-10,WH3,Chicago,P101,120
2021-02-10,WH3,Chicago,P102,139
2021-02-10,WH3,Chicago,P103,119
2021-02-10,WH3,Chicago,P104,142
2021-02-11,WH1,New York,P100,110
2021-02-11,WH1,New York,P101,132
2021-02-11,WH1,New York,P102,129
2021-02-11,WH1,New York,P103,107
2021-02-11,WH1,New York,P104,108
2021-02-11,WH2,Los Angeles,P100,107
2021-02-11,WH2,Los Angeles,P101,95
2021-02-11,WH2,Los Angeles,P102,90
2021-02-11,WH2,Los Angeles,P103,78
2021-02-11,WH2,Los Angeles,P104,112
2021-02-11,WH3,Chicago,P100,87
2021-02-11,WH3,Chicago,P101,93
2021-02-11,WH3,Chicago,P102,98
2021-02-11,WH3,Chicago,P103,102
2021-02-11,WH3,Chicago,P104,173
2021-02-12,WH1,New York,P100,164
2021-02-12,WH1,New York,P101,175
2021-02-12,WH1,New York,P102,121
2021-02-12,WH1,New York,P103,149
2021-02-12,WH1,New York,P104,158
2021-02-12,WH2,Los Angeles,P100,156
2021-02-12,WH2,Los Angeles,P101,86
2021-02-12,WH2,Los Angeles,P102,174
2021-02-12,WH2,Los Angeles,P103,125
2021-02-12,WH2,Los Angeles,P104,123
2021-02-12,WH3,Chicago,P100,86
2021-02-12,WH3,Chicago,P101,169
2021-02-12,WH3,Chicago,P102,130
2021-02-12,WH3,Chicago,P103,94
2021-02-12,WH3,Chicago,P104,181
2021-02-13,WH1,New York,P100,126
2021-02-13,WH1,New York,P101,121
2021-02-13,WH1,New York,P102,172
2021-02-13,WH1,New York,P103,176
2021-02-13,WH1,New York,P104,106
2021-02-13,WH2,Los Angeles,P100,111
2021-02-13,WH2,Los Angeles,P101,96
2021-02-13,WH2,Los Angeles,P102,108
2021-02-13,WH2,Los Angeles,P103,164
2021-02-13,WH2,Los Angeles,P104,179
2021-02-13,WH3,Chicago,P100,98
2021-02-13,WH3,Chicago,P101,149
2021-02-13,WH3,Chicago,P102,131
2021-02-13,WH3,Chicago,P103,165
2021-02-13,WH3,Chicago,P104,142
2021-02-14,WH1,New York,P100,159
2021-02-14,WH1,New York,P101,160
2021-02-14,WH1,New York,P102,155
2021-02-14,WH1,New York,P103,120
